,word,origin,full_name,Group
6793,agatelike,ang,"English, Old (ca.450-1100)",
6794,agateware,ang,"English, Old (ca.450-1100)",
6795,agatiferous,ang,"English, Old (ca.450-1100)",
6796,agatine,ang,"English, Old (ca.450-1100)",
6797,agaty,ang,"English, Old (ca.450-1100)",
6798,agave,grc,"Greek, Ancient (to 1453)",
6799,agbada,yor,Yoruba,Other
6805,agency,lat,Latin,Latin
6806,agencylike,lat,Latin,Latin
6807,agenda,lat,Latin,Latin
6808,agendaless,lat,Latin,Latin
6810,agendum,lat,Latin,Latin
6811,agent,lat,Latin,Latin
6812,agent provocateur,fra,French,Latin
6813,agented,lat,Latin,Latin
6814,agenthood,lat,Latin,Latin
6815,agentia,lat,Latin,Latin
6816,agenting,lat,Latin,Latin
6819,agentless,lat,Latin,Latin
6820,agentship,lat,Latin,Latin
6821,agentspace,lat,Latin,Latin
6823,ageusia,lat,Latin,Latin
6824,ageusiac,lat,Latin,Latin
6827,aggeration,lat,Latin,Latin
6828,aggest,lat,Latin,Latin
6829,agglomerate,lat,Latin,Latin
6830,agglutinate,lat,Latin,Latin
6835,aggrandizement,fra,French,Latin
6836,aggrate,ita,Italian,Latin
6837,aggravate,lat,Latin,Latin
6839,aggravation,frm,"French, Middle (ca.1400-1600)",
6842,aggregate,lat,Latin,Latin
6843,aggregately,lat,Latin,Latin
6844,aggress,lat,Latin,Latin
6845,aggression,fra,French,Latin
6846,aggressive,lat,Latin,Latin
6847,aggressively,lat,Latin,Latin
6848,aggressiveness,lat,Latin,Latin
6849,aggressivity,lat,Latin,Latin
6850,aggrieve,ang,"English, Old (ca.450-1100)",
6852,aggriever,ang,"English, Old (ca.450-1100)",
6853,aggro,frm,"French, Middle (ca.1400-1600)",
6855,agha,ota,"Turkish, Ottoman (1500-1928)",
6856,aghast,enm,"English, Middle (1100-1500)",
6857,agile,fra,French,Latin
6858,agilely,fra,French,Latin
6859,agility,frm,"French, Middle (ca.1400-1600)",
6860,agin,sco,Scots,Other
6861,agitate,lat,Latin,Latin
6863,agitation,fra,French,Latin
6864,agitational,fra,French,Latin
6865,agito,lat,Latin,Latin
6866,agitpop,fra,French,Latin
6868,agley,sco,Scots,Other
6876,agnail,enm,"English, Middle (1100-1500)",
6877,agnate,lat,Latin,Latin
6878,agnition,lat,Latin,Latin
6879,agnomination,lat,Latin,Latin
6880,agnosia,grc,"Greek, Ancient (to 1453)",
6881,agnosticism,grc,"Greek, Ancient (to 1453)",
6882,agnus castus,grc,"Greek, Ancient (to 1453)",
6883,ago,enm,"English, Middle (1100-1500)",
6884,agogic,grc,"Greek, Ancient (to 1453)",
6885,agoing,enm,"English, Middle (1100-1500)",
6886,agon,lat,Latin,Latin
6888,agonism,lat,Latin,Latin
6889,agonist,grc,"Greek, Ancient (to 1453)",
6890,agonistes,grc,"Greek, Ancient (to 1453)",
6891,agonistic,grc,"Greek, Ancient (to 1453)",
6892,agonistically,grc,"Greek, Ancient (to 1453)",
6893,agonization,fra,French,Latin
6894,agonize,fra,French,Latin
6897,agony,grc,"Greek, Ancient (to 1453)",
6898,agood,enm,"English, Middle (1100-1500)",
6899,agora,heb,Hebrew,Germanic
6900,agoraphobia,lat,Latin,Latin
6901,agoraphobiac,lat,Latin,Latin
6902,agraffe,fra,French,Latin
6906,agrarian,frm,"French, Middle (ca.1400-1600)",
6907,agrarianism,lat,Latin,Latin
6908,agrarianize,frm,"French, Middle (ca.1400-1600)",
6910,agree,fro,"French, Old (842-ca.1400)",
6913,agreeance,fro,"French, Old (842-ca.1400)",
6914,agreeing,fro,"French, Old (842-ca.1400)",
6915,agreeingly,fro,"French, Old (842-ca.1400)",
6916,agreeingness,fro,"French, Old (842-ca.1400)",
6917,agreement,fro,"French, Old (842-ca.1400)",
6918,agreest,fro,"French, Old (842-ca.1400)",
6919,agreeth,fro,"French, Old (842-ca.1400)",
6920,agrestic,lat,Latin,Latin
6922,agribiotechnology,grc,"Greek, Ancient (to 1453)",
6923,agribusiness,enm,"English, Middle (1100-1500)",
6924,agribusinessman,enm,"English, Middle (1100-1500)",
6927,agriculture,lat,Latin,Latin
6928,agriculturism,lat,Latin,Latin
6929,agrief,enm,"English, Middle (1100-1500)",
6930,agrifood,enm,"English, Middle (1100-1500)",
6931,agriforest,enm,"English, Middle (1100-1500)",
6935,agrise,ang,"English, Old (ca.450-1100)",
6937,agritainment,lat,Latin,Latin
6938,agro,frm,"French, Middle (ca.1400-1600)",
6944,agrobiotechnology,grc,"Greek, Ancient (to 1453)",
6945,agrochemical,lat,Latin,Latin
6948,agrofuel,fro,"French, Old (842-ca.1400)",
6949,agrogorod,rus,Russian,Other
6951,agronomy,fra,French,Latin
6953,agropastoralist,lat,Latin,Latin
6956,agrotechnology,grc,"Greek, Ancient (to 1453)",
6957,aground,enm,"English, Middle (1100-1500)",
6958,ague,enm,"English, Middle (1100-1500)",
6959,aguelike,enm,"English, Middle (1100-1500)",
6961,ahamkara,san,Sanskrit,Other
6962,ahead,enm,"English, Middle (1100-1500)",
6963,aheap,enm,"English, Middle (1100-1500)",
6965,ahemeral,grc,"Greek, Ancient (to 1453)",
6966,ahi,haw,Hawaiian,Other
6967,ahigh,enm,"English, Middle (1100-1500)",
6968,ahimsa,san,Sanskrit,Other
6970,ahlspiess,deu,German,Germanic
6971,ahold,enm,"English, Middle (1100-1500)",
6972,ahorse,enm,"English, Middle (1100-1500)",
6973,ahu,rap,Rapanui,Other
6975,aiblins,enm,"English, Middle (1100-1500)",
6977,aid,fro,"French, Old (842-ca.1400)",
6978,aide,fra,French,Latin
6979,aider,fro,"French, Old (842-ca.1400)",
6980,aidman,fro,"French, Old (842-ca.1400)",
6981,aiel,fro,"French, Old (842-ca.1400)",
6982,aiguille,fra,French,Latin
6983,aikido,jpn,Japanese,Japanese
6984,aikidoka,jpn,Japanese,Japanese
6985,ail,ang,"English, Old (ca.450-1100)",
6986,ailanthus,lat,Latin,Latin
6987,aileth,ang,"English, Old (ca.450-1100)",
6988,ailette,fra,French,Latin
6989,ailment,ang,"English, Old (ca.450-1100)",
6990,ailuromancy,grc,"Greek, Ancient (to 1453)",
6992,aim,enm,"English, Middle (1100-1500)",
6993,aimbot,enm,"English, Middle (1100-1500)",
6994,aimeth,enm,"English, Middle (1100-1500)",
6995,aimless,enm,"English, Middle (1100-1500)",
6996,aimlessly,enm,"English, Middle (1100-1500)",
6997,aimworthy,enm,"English, Middle (1100-1500)",
6998,aioli,fra,French,Latin
6999,air,enm,"English, Middle (1100-1500)",
7001,airable,enm,"English, Middle (1100-1500)",
7002,airan,tur,Turkish,Turkish
7003,airbag,enm,"English, Middle (1100-1500)",
7004,airbill,enm,"English, Middle (1100-1500)",
7005,airbox,enm,"English, Middle (1100-1500)",
7006,airbridge,enm,"English, Middle (1100-1500)",
7008,aircar,enm,"English, Middle (1100-1500)",
7009,aircheck,enm,"English, Middle (1100-1500)",
7010,aircraft,enm,"English, Middle (1100-1500)",
7011,aircraftlike,enm,"English, Middle (1100-1500)",
7012,aircraftman,enm,"English, Middle (1100-1500)",
7013,aircrane,enm,"English, Middle (1100-1500)",
7014,airdash,enm,"English, Middle (1100-1500)",
7015,airfare,enm,"English, Middle (1100-1500)",
7017,airframe,enm,"English, Middle (1100-1500)",
7018,airgap,enm,"English, Middle (1100-1500)",
7019,airglow,enm,"English, Middle (1100-1500)",
7020,airhead,enm,"English, Middle (1100-1500)",
7022,airhole,enm,"English, Middle (1100-1500)",
7023,airhorn,enm,"English, Middle (1100-1500)",
7025,airless,enm,"English, Middle (1100-1500)",
7026,airlessness,enm,"English, Middle (1100-1500)",
7027,airline,enm,"English, Middle (1100-1500)",
7028,airlinese,enm,"English, Middle (1100-1500)",
7029,airling,enm,"English, Middle (1100-1500)",
7030,airman,enm,"English, Middle (1100-1500)",
7031,airmiss,enm,"English, Middle (1100-1500)",
7032,airometer,enm,"English, Middle (1100-1500)",
7033,airplane,enm,"English, Middle (1100-1500)",
7034,airplanelike,enm,"English, Middle (1100-1500)",
7035,airport,enm,"English, Middle (1100-1500)",
7036,airportless,enm,"English, Middle (1100-1500)",
7037,airportlike,enm,"English, Middle (1100-1500)",
7038,airpower,enm,"English, Middle (1100-1500)",
7039,airshaft,enm,"English, Middle (1100-1500)",
7040,airsick,enm,"English, Middle (1100-1500)",
7041,airside,enm,"English, Middle (1100-1500)",
7042,airsoft,enm,"English, Middle (1100-1500)",
7043,airspace,enm,"English, Middle (1100-1500)",
7044,airstone,enm,"English, Middle (1100-1500)",
7045,airtight,enm,"English, Middle (1100-1500)",
7046,airward,enm,"English, Middle (1100-1500)",
7047,airwards,enm,"English, Middle (1100-1500)",
7048,airwaves,enm,"English, Middle (1100-1500)",
7049,airwaybill,enm,"English, Middle (1100-1500)",
7050,airwise,enm,"English, Middle (1100-1500)",
7051,airwoman,enm,"English, Middle (1100-1500)",
7053,airwound,enm,"English, Middle (1100-1500)",
7054,aisle,frm,"French, Middle (ca.1400-1600)",
7055,aisled,frm,"French, Middle (ca.1400-1600)",
7056,aisleless,frm,"French, Middle (ca.1400-1600)",
7057,ajapsandal,hye,Armenian,Other
7058,ajapsandali,kat,,
7059,ajar,enm,"English, Middle (1100-1500)",
7060,ajutage,fra,French,Latin
7061,ajvar,hbs,,
7062,akasa,san,Sanskrit,Other
7063,akhirah,ara,Arabic,Arabic
7064,akhund,fas,Persian,Other
7066,akimbo,enm,"English, Middle (1100-1500)",
7067,akinetic,grc,"Greek, Ancient (to 1453)",
7068,akinetically,grc,"Greek, Ancient (to 1453)",
7069,aknee,enm,"English, Middle (1100-1500)",
7070,aks,ang,"English, Old (ca.450-1100)",
7071,akçe,tur,Turkish,Turkish
7072,ala,fra,French,Latin
7073,alabamium,akz,,
7074,alabaster,fro,"French, Old (842-ca.1400)",
7075,alabastron,grc,"Greek, Ancient (to 1453)",
7077,alalia,grc,"Greek, Ancient (to 1453)",
7078,alamodality,fra,French,Latin
7079,alarm,enm,"English, Middle (1100-1500)",
7080,alarmable,enm,"English, Middle (1100-1500)",
7082,alarmer,enm,"English, Middle (1100-1500)",
7084,alarmism,enm,"English, Middle (1100-1500)",
7085,alarmist,enm,"English, Middle (1100-1500)",
7086,alarmone,enm,"English, Middle (1100-1500)",
7087,alarum,enm,"English, Middle (1100-1500)",
7088,alary,lat,Latin,Latin
7090,alas,fro,"French, Old (842-ca.1400)",
7091,alastrim,por,Portuguese,Latin
7092,alate,enm,"English, Middle (1100-1500)",
7093,alaunt,fro,"French, Old (842-ca.1400)",
7094,alb,enm,"English, Middle (1100-1500)",
7095,albarium,lat,Latin,Latin
7096,albatross,por,Portuguese,Latin
7098,albedo,lat,Latin,Latin
7099,albedometer,lat,Latin,Latin
7101,albescence,lat,Latin,Latin
7102,albescent,lat,Latin,Latin
7103,albicore,fra,French,Latin
7104,albiness,por,Portuguese,Latin
7105,albino,por,Portuguese,Latin
7106,albondiga,spa,Spanish; Castilian,Latin
7107,albugo,lat,Latin,Latin
7108,album,lat,Latin,Latin
7109,albumen,lat,Latin,Latin
7110,albumenize,lat,Latin,Latin
7111,albumenoid,lat,Latin,Latin
7113,albuminimeter,lat,Latin,Latin
7118,alburnum,lat,Latin,Latin
7119,alcaic,lat,Latin,Latin
7120,alcaide,spa,Spanish; Castilian,Latin
7121,alcanna,spa,Spanish; Castilian,Latin
7122,alcayde,spa,Spanish; Castilian,Latin
7123,alcazar,spa,Spanish; Castilian,Latin
7124,alchemist,fro,"French, Old (842-ca.1400)",
7125,alchemy,fro,"French, Old (842-ca.1400)",
7128,alcool,fra,French,Latin
7130,alcove,fra,French,Latin
7131,aldebaranium,ara,Arabic,Arabic
7132,alder,enm,"English, Middle (1100-1500)",
7133,alderfly,enm,"English, Middle (1100-1500)",
7140,aldern,enm,"English, Middle (1100-1500)",
7144,ale,ang,"English, Old (ca.450-1100)",
7145,aleak,enm,"English, Middle (1100-1500)",
7146,aleatorily,lat,Latin,Latin
7147,aleatory,lat,Latin,Latin
7148,alebench,ang,"English, Old (ca.450-1100)",
7149,alectoria,lat,Latin,Latin
7150,alectryomancy,grc,"Greek, Ancient (to 1453)",
7151,alee,enm,"English, Middle (1100-1500)",
7152,aleger,fra,French,Latin
7153,alegge,fro,"French, Old (842-ca.1400)",
7154,alehouse,ang,"English, Old (ca.450-1100)",
7155,alelike,ang,"English, Old (ca.450-1100)",
7156,alembic,fra,French,Latin
7157,alembicated,fra,French,Latin
7158,alength,ang,"English, Old (ca.450-1100)",
7159,aleph,heb,Hebrew,Germanic
7160,alepole,ang,"English, Old (ca.450-1100)",
7161,alert,fra,French,Latin
7162,alertly,fra,French,Latin
7163,alertness,fra,French,Latin
7164,alestake,ang,"English, Old (ca.450-1100)",
7165,aletaster,ang,"English, Old (ca.450-1100)",
7168,alethic,grc,"Greek, Ancient (to 1453)",
7169,aleuromancy,grc,"Greek, Ancient (to 1453)",
7170,aleurometer,grc,"Greek, Ancient (to 1453)",
7171,alexical,lat,Latin,Latin
7172,alexipharmacum,lat,Latin,Latin
7173,alfalfa,spa,Spanish; Castilian,Latin
7174,alfet,lat,Latin,Latin
7175,algaroba,spa,Spanish; Castilian,Latin
7181,algific,lat,Latin,Latin
7184,algology,lat,Latin,Latin
7185,algorism,enm,"English, Middle (1100-1500)",
7186,algous,lat,Latin,Latin
7187,alias,lat,Latin,Latin
7188,alibi,lat,Latin,Latin
7189,alicorn,ita,Italian,Latin
7190,alidade,fra,French,Latin
7191,alien,fro,"French, Old (842-ca.1400)",
7193,alienage,fro,"French, Old (842-ca.1400)",
7194,alienans,lat,Latin,Latin
7195,alienate,lat,Latin,Latin
7196,alienation,fro,"French, Old (842-ca.1400)",
7197,alienesque,fro,"French, Old (842-ca.1400)",
7198,alienism,fra,French,Latin
7199,alienist,fra,French,Latin
7200,alienlike,fro,"French, Old (842-ca.1400)",
7201,alif,ara,Arabic,Arabic
7202,alight,enm,"English, Middle (1100-1500)",
7203,align,enm,"English, Middle (1100-1500)",
7204,alignment,fra,French,Latin
7205,alike,ang,"English, Old (ca.450-1100)",
7206,alikeness,ang,"English, Old (ca.450-1100)",
7207,aliment,fra,French,Latin
7209,alimentary,fra,French,Latin
7210,aline,ang,"English, Old (ca.450-1100)",
7211,aliphatic,grc,"Greek, Ancient (to 1453)",
7212,aliquot,fra,French,Latin
7213,alish,ang,"English, Old (ca.450-1100)",
7214,aliter,lat,Latin,Latin
7217,alive,ang,"English, Old (ca.450-1100)",
7218,aliveness,ang,"English, Old (ca.450-1100)",
7219,aliyah,heb,Hebrew,Germanic
7220,alizarin,ara,Arabic,Arabic
7221,alkalamide,fra,French,Latin
7222,alkalescent,fra,French,Latin
7223,alkali,fra,French,Latin
7224,alkalic,fra,French,Latin
7226,alkalimetry,fra,French,Latin
7227,alkaliproof,fra,French,Latin
7228,alkaloid,fra,French,Latin
7229,alkaloidal,fra,French,Latin
7234,alkermes,frm,"French, Middle (ca.1400-1600)",
7235,alkin,enm,"English, Middle (1100-1500)",
7238,allantoid,grc,"Greek, Ancient (to 1453)",
7240,allay,enm,"English, Middle (1100-1500)",
7241,allecret,fro,"French, Old (842-ca.1400)",
7242,allect,lat,Latin,Latin
7243,allectation,lat,Latin,Latin
7244,allee,fra,French,Latin
7245,allegation,frm,"French, Middle (ca.1400-1600)",
7246,allege,enm,"English, Middle (1100-1500)",
7247,allegeance,fro,"French, Old (842-ca.1400)",
7249,allegiance,enm,"English, Middle (1100-1500)",
7251,allegorise,enm,"English, Middle (1100-1500)",
7252,allegory,enm,"English, Middle (1100-1500)",
7253,allegro,ita,Italian,Latin
7254,allele,deu,German,Germanic
7255,allelic,deu,German,Germanic
7256,allelomorph,deu,German,Germanic
7257,allelomorphic,deu,German,Germanic
7258,allelopathy,deu,German,Germanic
7259,alleluiatic,lat,Latin,Latin
7261,allergic,deu,German,Germanic
7262,allergically,deu,German,Germanic
7264,allergy,deu,German,Germanic
7265,allergylike,deu,German,Germanic
7268,alliable,enm,"English, Middle (1100-1500)",
7269,alliance,fro,"French, Old (842-ca.1400)",
7270,allicin,lat,Latin,Latin
7271,alligate,lat,Latin,Latin
7272,alligator,lat,Latin,Latin
7273,alligatored,lat,Latin,Latin
7274,alligatoring,lat,Latin,Latin
7275,alligatorlike,lat,Latin,Latin
7277,allision,lat,Latin,Latin
7283,alloantigen,fra,French,Latin
7285,allocate,lat,Latin,Latin
7286,allocation,frm,"French, Middle (ca.1400-1600)",
7287,allocator,lat,Latin,Latin
7288,allocortex,lat,Latin,Latin
7289,allocution,lat,Latin,Latin
7290,allocycle,lat,Latin,Latin
7291,allocyclic,lat,Latin,Latin
7295,alloerotic,fra,French,Latin
7296,alloeroticism,fra,French,Latin
7297,alloform,enm,"English, Middle (1100-1500)",
7302,allograft,enm,"English, Middle (1100-1500)",
7305,allometric,fra,French,Latin
7307,allomorph,grc,"Greek, Ancient (to 1453)",
7308,allomorphic,grc,"Greek, Ancient (to 1453)",
7309,allomother,enm,"English, Middle (1100-1500)",
7310,allonym,fra,French,Latin
7311,alloparent,xno,Anglo-Norman,Germanic
7312,alloparental,xno,Anglo-Norman,Germanic
7313,allopath,grc,"Greek, Ancient (to 1453)",
7315,allopathy,grc,"Greek, Ancient (to 1453)",
7318,allophone,grc,"Greek, Ancient (to 1453)",
7319,allophonics,grc,"Greek, Ancient (to 1453)",
7323,alloquy,lat,Latin,Latin
7325,allosome,grc,"Greek, Ancient (to 1453)",
7328,allot,fro,"French, Old (842-ca.1400)",
7331,allotment,fro,"French, Old (842-ca.1400)",
7332,allotransplant,enm,"English, Middle (1100-1500)",
7333,allotrope,grc,"Greek, Ancient (to 1453)",
7335,allotropize,grc,"Greek, Ancient (to 1453)",
7337,allotteth,fro,"French, Old (842-ca.1400)",
7341,allow,enm,"English, Middle (1100-1500)",
7342,allowable,fro,"French, Old (842-ca.1400)",
7343,allowance,fro,"French, Old (842-ca.1400)",
7345,allower,enm,"English, Middle (1100-1500)",
7346,alloweth,enm,"English, Middle (1100-1500)",
7348,alloy,fro,"French, Old (842-ca.1400)",
7349,alloyage,fra,French,Latin
7350,allude,frm,"French, Middle (ca.1400-1600)",
7351,alluminor,fro,"French, Old (842-ca.1400)",
7352,allure,fro,"French, Old (842-ca.1400)",
7353,allusion,lat,Latin,Latin
7356,alluvial,lat,Latin,Latin
7357,alluvious,lat,Latin,Latin
7360,ally,enm,"English, Middle (1100-1500)",
7365,almagest,ara,Arabic,Arabic
7366,almagra,spa,Spanish; Castilian,Latin
7367,almanac,fro,"French, Old (842-ca.1400)",
7368,almond,fro,"French, Old (842-ca.1400)",
7369,almondlike,fro,"French, Old (842-ca.1400)",
7370,almondy,fro,"French, Old (842-ca.1400)",
7371,almoner,ang,"English, Old (ca.450-1100)",
7372,almonership,ang,"English, Old (ca.450-1100)",
7373,alms,ang,"English, Old (ca.450-1100)",
7374,almsdeed,ang,"English, Old (ca.450-1100)",
7375,almsfolk,ang,"English, Old (ca.450-1100)",
7376,almsgiver,ang,"English, Old (ca.450-1100)",
7377,almswoman,ang,"English, Old (ca.450-1100)",
7378,alnage,fro,"French, Old (842-ca.1400)",
7379,aloe,ang,"English, Old (ca.450-1100)",
7380,aloelike,ang,"English, Old (ca.450-1100)",
7381,alogia,grc,"Greek, Ancient (to 1453)",
7383,alogy,lat,Latin,Latin
7384,aloha,haw,Hawaiian,Other
7385,alone,enm,"English, Middle (1100-1500)",
7386,alonely,enm,"English, Middle (1100-1500)",
7387,aloneness,enm,"English, Middle (1100-1500)",
7388,alonest,enm,"English, Middle (1100-1500)",
7393,aloo gobi,hin,Hindi,Other
7395,alopecia,lat,Latin,Latin
7396,aloud,enm,"English, Middle (1100-1500)",
7397,alphabet,lat,Latin,Latin
7398,alphabetarian,lat,Latin,Latin
7401,alphabetician,lat,Latin,Latin
7402,alphabetise,lat,Latin,Latin
7403,alphabetiser,lat,Latin,Latin
7407,alphametic,lat,Latin,Latin
7410,already,enm,"English, Middle (1100-1500)",
7413,also,enm,"English, Middle (1100-1500)",
7414,altar,lat,Latin,Latin
7415,altarist,lat,Latin,Latin
7416,altarlike,lat,Latin,Latin
7417,altarpiece,lat,Latin,Latin
7418,altarwise,lat,Latin,Latin
7419,altbier,deu,German,Germanic
7420,altepetl,nci,,
7421,alter,fro,"French, Old (842-ca.1400)",
7422,alteration,fro,"French, Old (842-ca.1400)",
7423,alterative,lat,Latin,Latin
7424,altercation,fra,French,Latin
7426,alternarock,frm,"French, Middle (ca.1400-1600)",
7427,alternate,lat,Latin,Latin
7428,alternately,lat,Latin,Latin
7430,alternative,frm,"French, Middle (ca.1400-1600)",
7431,alternatively,frm,"French, Middle (ca.1400-1600)",
7432,alternativeness,frm,"French, Middle (ca.1400-1600)",
7434,altisonous,lat,Latin,Latin
7435,altissimo,ita,Italian,Latin
7438,altivolant,lat,Latin,Latin
7439,alto,ita,Italian,Latin
7440,altogether,enm,"English, Middle (1100-1500)",
7441,altoist,ita,Italian,Latin
7443,alum,xno,Anglo-Norman,Germanic
7444,aluminium,lat,Latin,Latin
7445,alumish,xno,Anglo-Norman,Germanic
7446,alumna,lat,Latin,Latin
7447,alumni,lat,Latin,Latin
7448,alure,fro,"French, Old (842-ca.1400)",
7449,alutaceous,lat,Latin,Latin
7451,alveolus,lat,Latin,Latin
7452,alway,enm,"English, Middle (1100-1500)",
7453,alymphocytosis,lat,Latin,Latin
7454,alyssum,grc,"Greek, Ancient (to 1453)",
7455,am,enm,"English, Middle (1100-1500)",
7456,amability,lat,Latin,Latin
7457,amadawn,gle,Irish,Other
7459,amah,lat,Latin,Latin
7460,amain,ang,"English, Old (ca.450-1100)",
7461,amala,yor,Yoruba,Other
7462,amalgam,lat,Latin,Latin
7464,amalgamation,lat,Latin,Latin
7465,amandine,fra,French,Latin
7466,amanse,enm,"English, Middle (1100-1500)",
7467,amanuensis,lat,Latin,Latin
7468,amaranth,lat,Latin,Latin
7469,amaretto,ita,Italian,Latin
7470,amaritude,lat,Latin,Latin
7471,amasi,zul,Zulu,Other
7472,amass,fra,French,Latin
7473,amassable,fra,French,Latin
7475,amateur,fra,French,Latin
7476,amateurish,fra,French,Latin
7477,amateurism,fra,French,Latin
7478,amateurship,fra,French,Latin
7479,amative,lat,Latin,Latin
